classification,recordedBy,recordNumber,eventDate,country,stateProvince,city,county,locality,decimalLatitude,decimalLongitude,minimumElevationInMeters,habitat,habit,kingdom,chineseKingdomName,family,chineseFamilyName,genus,chineseGenusName,identificationID,vernacularName,scientificName,identifiedBy
Pteridophyta,李世升|10130,hgnu0000305,2020-07-28 15:58:00,中国,湖北省,黄冈市,罗田县,薄刀峰林场,31.1389331,115.5892105,913,石壁,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000306,2020-07-28 15:58:00,中国,湖北省,黄冈市,罗田县,薄刀峰林场,31.1388931,115.5889304,863,石壁,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000304,2020-07-28 15:45:00,中国,湖北省,黄冈市,罗田县,薄刀峰林场,31.1389162,115.5899008,886,石壁,,Bryophyta,苔藓,Marchantiaceae,地钱科,Marchantia,地钱属,71949,地钱,Marchantia polymorpha,李世升
Pteridophyta,李世升|10130,hgnu0000383,2020-07-28 07:36:00,中国,湖北省,黄冈市,罗田县,薄刀峰林场罗田大别山薄刀峰风景区,31.1067199,115.5634657,888,坡地,,Bryophyta,苔藓,Rhizogoniaceae,桧藓科,Polytrichum,金发藓属,2762,金发藓属,Polytrichum,李世升
Pteridophyta,李世升|10130,hgnu0000319,2020-07-28 07:28:00,中国,湖北省,黄冈市,罗田县,薄刀峰林场罗田大别山薄刀峰风景区,31.1066230,115.5634858,883,坡地,,Bryophyta,苔藓,Funariaceae,葫芦藓科,Funaria,葫芦藓属,62050,葫芦藓,Funaria hygrometrica,李世升
Pteridophyta,李世升|10130,hgnu0000326,2020-07-27 16:36:00,中国,湖北省,黄冈市,罗田县,薄刀峰林场,31.0982265,115.5725200,660,坡地,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000394,2020-07-27 15:43:00,中国,湖北省,黄冈市,罗田县,薄刀峰林场罗田大别山薄刀峰风景区,31.0999396,115.5703910,701,石壁,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000302,2020-07-27 15:29:00,中国,湖北省,黄冈市,罗田县,薄刀峰林场罗田大别山薄刀峰风景区,31.0998381,115.5698713,702,坡地,,Pteridophyta,蕨类,Lycopodiaceae,石松科,Phlegmariurus,马尾杉属,34659,马尾杉,Phlegmariurus phlegmaria,李世升
Pteridophyta,李世升|10130,hgnu0000393,2020-07-27 15:22:00,中国,湖北省,黄冈市,罗田县,薄刀峰林场罗田大别山薄刀峰风景区,31.0998020,115.5697561,687,坡地,,Pteridophyta,蕨类,Selaginellaceae,卷柏科,Selaginella,卷柏属,3776,异穗卷柏,Selaginella heterostachys,李世升
Pteridophyta,李世升|10130,hgnu00001072,2020-07-27 11:40:00,中国,湖北省,黄冈市,罗田县,薄刀峰林场,31.1421615,115.5745737,913,坡地,,Angiospermae,被子,Simaroubaceae,苦木科,Ailanthus,臭椿属,67963,,Ailanthus altissima,李世升
Pteridophyta,李世升|10130,hgnu00001071,2020-07-27 11:08:00,中国,湖北省,黄冈市,罗田县,薄刀峰林场,31.1337995,115.5652364,743,石壁,,Angiospermae,被子,Malvaceae,锦葵科,Corchoropsis,田麻属,540644,光果田麻,Corchoropsis crenata var. hupehensis,李世升
Pteridophyta,李世升|10130,hgnu00001070,2020-07-27 11:06:00,中国,湖北省,黄冈市,罗田县,薄刀峰林场,31.1335315,115.5651002,726,路边,,Angiospermae,被子,Compositae,,Achillea,蓍属,60507,蓍,Achillea millefolium,李世升
Pteridophyta,李世升|10130,hgnu0000373,2020-07-27 11:06:00,中国,湖北省,黄冈市,罗田县,薄刀峰林场,31.1335006,115.5651563,726,路边石壁,,Pteridophyta,蕨类,Hymenophyllaceae,膜蕨科,Hymenophyllum,膜蕨属,1007,膜蕨属,Hymenophyllum,李世升
Pteridophyta,李世升|10130,hgnu0000392,2020-07-27 10:40:00,中国,湖北省,黄冈市,罗田县,,31.1321834,115.5652565,740,路边,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000374,2020-07-27 10:10:00,中国,湖北省,黄冈市,罗田县,薄刀峰林场,31.1303120,115.5657875,727,石壁,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000384,2020-07-23 08:01:00,中国,江西省,九江市,庐山市,牯岭镇小天池路15号庐山国家级旅游风景名胜区,29.5797382,115.9873540,1071,石壁,,,,,,,,,,地面,
Pteridophyta,李世升|10130,hgnu0000388,2020-07-22 16:35:00,中国,江西省,九江市,庐山市,牯岭镇小天池路15号庐山国家级旅游风景名胜区,29.5801773,115.9872692,1095,石壁,,,,,,,,,,茶叶,
Pteridophyta,李世升|10130,hgnu0000389,2020-07-20 15:28:00,中国,江西省,九江市,庐山市,牯岭镇小天池路45号庐山国家级旅游风景名胜区,29.5849995,115.9889786,1169,坡地,,Bryophyta,苔藓,Bryaceae,真藓科,Bryum,真藓属,28568,真藓,Bryum argenteum,李世升
Angiospermae,"董洪进|6571,余姣君",HJD1170,2020-06-26 11:28:00,中国,湖北省,黄冈市,蕲春县,大同镇 仙人台,30.5466496,115.7100875,527,路边土坡,草本,Angiospermae,被子,Hypericaceae,,Hypericum,金丝桃属,36906,元宝草,Hypericum sampsonii,董洪进
Angiospermae,董洪进|6571,HJD1169,2020-06-18 15:20:00,中国,湖北省,黄冈市,蕲春县,蕲州镇,30.0398641,115.3598750,16,栽培  香艾,草本,Angiospermae,被子,Compositae,,Artemisia,蒿属,25723,艾,Artemisia argyi,董洪进
Angiospermae,董洪进|6571,HJD1168,2020-06-18 14:45:00,中国,湖北省,黄冈市,蕲春县,蕲州镇,30.0420893,115.3589862,15,栽培,草本,Angiospermae,被子,Compositae,,Artemisia,蒿属,25723,艾,Artemisia argyi,董洪进
Angiospermae,董洪进|6571,HJD1167,2020-06-18 14:43:00,中国,湖北省,黄冈市,蕲春县,蕲州镇,30.0423542,115.3590960,24,栽培,,Angiospermae,被子,Compositae,,Artemisia,蒿属,25723,艾,Artemisia argyi,董洪进
Angiospermae,董洪进|6571,HJD1166,2020-06-18 10:53:00,中国,湖北省,黄冈市,蕲春县,赤东镇五斗地村神奇艾谷,30.1419519,115.4524210,19,田垄,,Angiospermae,被子,Compositae,,Artemisia,蒿属,25723,艾,Artemisia argyi,董洪进
Angiospermae,董洪进|6571,HJD1165,2020-06-18 09:55:00,中国,湖北省,黄冈市,蕲春县,李时珍医药工业园区李时珍大道118号东郡壹号紫荆苑,30.2207466,115.4443484,25,路边田垄,,Angiospermae,被子,Apiaceae,伞形科,Cyclospermum,圆果旱芹属,94164,细叶旱芹,Cyclospermum leptophyllum,董洪进
Angiospermae,董洪进|6571,HJD1164,2020-06-18 09:46:00,中国,湖北省,黄冈市,蕲春县,漕河镇李时珍大道116号东郡壹号紫荆苑,30.2197608,115.4434463,12,路边田垄,草本,Angiospermae,被子,Compositae,,Artemisia,蒿属,25723,艾,Artemisia argyi,董洪进
Angiospermae,董洪进|6571,HJD1163,2020-05-26 11:05:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园 九焰山,31.5656782,114.6447360,354,路边,草本,Angiospermae,被子,Papaveraceae,罂粟科,Corydalis,紫堇属,1402,小花黄堇,Corydalis racemosa,董洪进
Angiospermae,董洪进|6571,HJD1162,2020-05-26 10:53:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园 九焰山,31.5636680,114.6432240,336,路边,草本,Angiospermae,被子,Primulaceae,报春花科,Lysimachia,珍珠菜属,8909,过路黄,Lysimachia christiniae,董洪进
Angiospermae,董洪进|6571,HJD1161,2020-05-26 09:44:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园 六林安,31.5570544,114.6332818,526,林下,灌木,Angiospermae,被子,Rutaceae,芸香科,Zanthoxylum,花椒属,42621,竹叶花椒,Zanthoxylum armatum,董洪进
Angiospermae,董洪进|6571,HJD1160,2020-05-26 09:39:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5569169,114.6336313,548,林下,草本,Angiospermae,被子,Asparagaceae,天门冬科,Ophiopogon,沿阶草属,33562,沿阶草,Ophiopogon bodinieri,董洪进
Angiospermae,董洪进|6571,HJD1159,2020-05-26 09:02:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园 六林安,31.5569158,114.6343401,555,林下,灌木,Angiospermae,被子,Rhamnaceae,鼠李科,Rhamnus,鼠李属,3411,皱叶鼠李,Rhamnus rugulosa,董洪进
Angiospermae,董洪进|6571,HJD1158,2020-05-26 08:40:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园 六林安,31.5567538,114.6343601,560,林下,乔木,Angiospermae,被子,Oleaceae,木犀科,Chionanthus,流苏树属,81330,流苏树,Chionanthus retusus,董洪进
Angiospermae,董洪进|6571,HJD1157,2020-05-26 08:36:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园 六林安,31.5567079,114.6343102,563,林下,草本,Angiospermae,被子,Cyperaceae,莎草科,Carex,苔草属,13071,弯喙薹草,Carex laticeps,董洪进
Angiospermae,董洪进|6571,HJD1156,2020-05-26 08:25:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园 两河口,31.5562266,114.6338610,517,林下,草本,Angiospermae,被子,Lamiaceae,唇形科,Scutellaria,黄芩属,27738,韩信草,Scutellaria indica,董洪进
Pteridophyta,李世升|10130,hgnu00001063,2020-06-06 14:29:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3783100,115.3250506,0,路边,,Angiospermae,被子,Lamiaceae,唇形科,Isodon,香茶菜属,8621,香茶菜,Isodon amethystoides,李世升
Pteridophyta,李世升|10130,hgnu00001062,2020-06-06 13:56:00,中国,湖北省,黄冈市,麻城市,,31.3654713,115.3376298,340,石壁,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000343,2020-06-06 13:37:00,中国,湖北省,黄冈市,麻城市,三河口镇,31.3671412,115.3401542,336,石壁,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu00001060,2020-06-06 13:21:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3687721,115.3415611,359,路边,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu00001059,2020-06-06 13:18:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3688217,115.3417807,355,路边,,Angiospermae,被子,Vitaceae,葡萄科,Ampelopsis,蛇葡萄属,44725,白蔹,Ampelopsis japonica,李世升
Pteridophyta,李世升|10130,hgnu0000283,2020-06-06 12:43:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3696643,115.3435968,295,石壁溪边,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000861,2020-06-06 10:02:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3824139,115.3576592,503,石壁,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000862,2020-06-06 10:00:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3823778,115.3577191,502,石壁,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000864,2020-06-06 09:56:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3825676,115.3577890,491,石壁,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000284,2020-06-06 09:50:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3828521,115.3580785,520,石壁,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000863,2020-06-06 09:35:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3838733,115.3584577,549,石壁,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000865,2020-06-06 09:27:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3845005,115.3588870,546,路边,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000866,2020-06-06 09:23:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3849517,115.3593811,537,路边,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000342,2020-06-06 09:12:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3850342,115.3596856,541,石壁溪边,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000340,2020-06-06 09:08:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3850672,115.3596557,531,石壁,,Bryophyta,苔藓,Bryaceae,真藓科,Bryum,真藓属,28568,真藓,Bryum argenteum,李世升
Pteridophyta,李世升|10130,hgnu0000341,2020-06-06 09:02:00,中国,湖北省,黄冈市,麻城市,,31.3851603,115.3596097,543,石壁,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000337,2020-06-06 08:54:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3852463,115.3595958,519,石壁,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000339,2020-06-06 08:46:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3850246,115.3594360,540,石壁,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000338,2020-06-06 08:43:00,中国,湖北省,黄冈市,麻城市,,31.3850195,115.3595159,552,石壁,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000335,2020-06-06 08:24:00,中国,湖北省,黄冈市,麻城市,狮子峰林场,31.3863363,115.3615226,578,石壁,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000867,2020-05-26 11:17:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5664425,114.6451552,381,土坡,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000821,2020-05-26 10:52:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5627114,114.6429945,328,土坡,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000946,2020-05-26 10:46:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5621945,114.6279694,0,土坡,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000834,2020-05-26 10:39:00,中国,湖北省,黄冈市,红安县,,31.5612216,114.6423908,324,土坡,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000825,2020-05-26 10:29:00,中国,湖北省,黄冈市,红安县,,31.5601558,114.6416872,311,石壁,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000824,2020-05-26 10:21:00,中国,湖北省,黄冈市,红安县,,31.5598911,114.6415075,297,石壁,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000835,2020-05-26 09:57:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5567638,114.6330083,507,石壁,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000869,2020-05-26 09:07:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5568547,114.6344100,564,坡地,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000870,2020-05-26 08:42:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5566240,114.6341904,576,石壁,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000871,2020-05-26 08:33:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5565352,114.6340746,519,石壁,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000872,2020-05-26 08:29:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5563992,114.6341056,542,石壁,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000723,2020-05-25 16:16:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处,31.5555762,114.5691040,813,山顶石壁,,Bryophyta,苔藓,Rhizogoniaceae,桧藓科,Polytrichum,金发藓属,2762,金发藓属,Polytrichum,李世升
Pteridophyta,李世升|10130,hgnu0000913,2020-05-25 16:08:00,中国,湖北省,黄冈市,红安县,,31.5554145,114.5684931,790,山顶,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000928,2020-05-25 16:05:00,中国,湖北省,黄冈市,红安县,,31.5553815,114.5684971,787,山顶,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000878,2020-05-25 15:52:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处,31.5550747,114.5686274,763,坡地,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000873,2020-05-25 15:46:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处,31.5550367,114.5686634,747,石壁,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000823,2020-05-25 11:41:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5547966,114.6420969,29070,石壁,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000260,2020-05-25 11:36:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5542450,114.6412684,259,路边石壁,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000822,2020-05-25 11:20:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5533810,114.6401206,266,石壁,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000841,2020-05-25 11:11:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5530000,114.6394817,265,坡地,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000840,2020-05-25 11:03:00,中国,湖北省,黄冈市,红安县,,31.5522165,114.6386034,260,树体,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000826,2020-05-25 10:55:00,中国,湖北省,黄冈市,红安县,,31.5519344,114.6380583,325,坡地,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000258,2020-05-25 10:45:00,中国,湖北省,黄冈市,红安县,,31.5511860,114.6371060,307,石壁,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000844,2020-05-25 10:36:00,中国,湖北省,黄冈市,红安县,,31.5509631,114.6370561,237,石壁,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000843,2020-05-25 10:26:00,中国,湖北省,黄冈市,红安县,,31.5507746,114.6361277,236,坡地,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000842,2020-05-25 10:18:00,中国,湖北省,黄冈市,红安县,,31.5506948,114.6353550,234,石壁,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000831,2020-05-25 10:13:00,中国,湖北省,黄冈市,红安县,,31.5506548,114.6353550,231,石壁,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000817,2020-05-25 10:10:00,中国,湖北省,黄冈市,红安县,,31.5506757,114.6353989,236,石壁,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000964,2020-05-25 10:02:00,中国,湖北省,黄冈市,红安县,,31.5503486,114.6348299,229,坡地,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000967,2020-05-25 09:57:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5502223,114.6350595,228,路边石壁,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000968,2020-05-25 09:53:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5499871,114.6345304,254,石壁,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu0000963,2020-05-25 09:46:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5494378,114.6347761,254,石壁,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000965,2020-05-25 09:38:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5560749,114.6136002,0,坡地,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000966,2020-05-25 09:35:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5488367,114.6335221,225,坡地,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000960,2020-05-25 09:27:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5486145,114.6316551,230,坡地,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000959,2020-05-25 09:24:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5484714,114.6317250,238,坡地,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000961,2020-05-25 09:21:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5486086,114.6315552,240,坡地,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000958,2020-05-25 09:14:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5485625,114.6315952,233,坡地,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000955,2020-05-25 09:08:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5483231,114.6312058,223,石溪,,,,,,,,,,无法识别,
Pteridophyta,李世升|10130,hgnu0000837,2020-05-24 18:25:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5848712,114.6300943,777,石壁,,,,,,,,,,,
Pteridophyta,李世升|10130,hgnu00001003,2020-05-24 18:22:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5848151,114.6302101,778,坡地,,Angiospermae,被子,Solanaceae,茄科,Physaliastrum,散血丹属,52329,江南散血丹,Physaliastrum heterophyllum,李世升
Pteridophyta,李世升|10130,hgnu0000839,2020-05-24 18:05:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5849202,114.6301243,742,石壁,,,,,,,,,,无法识别,
Angiospermae,董洪进|6571,HJD1155,2020-05-25 18:11:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园 白果树水库,31.5650775,114.6044912,548,路边,灌木,Angiospermae,被子,Cannabaceae,大麻科,Pteroceltis,青檀属,94024,青檀,Pteroceltis tatarinowii,董洪进
Angiospermae,董洪进|6571,HJD1154,2020-05-25 17:41:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处 清风岭,31.5376785,114.5970552,356,路边,乔木,Angiospermae,被子,Rubiaceae,茜草科,Emmenopterys,香果树属,90726,香果树,Emmenopterys henryi,董洪进
Angiospermae,董洪进|6571,HJD1153,2020-05-25 17:36:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处 清风岭,31.5382083,114.5978751,358,路边,灌木,Angiospermae,被子,Rosaceae,蔷薇科,Rubus,悬钩子属,22255,白叶莓,Rubus innominatus,董洪进
Angiospermae,董洪进|6571,HJD1152,2020-05-25 16:20:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处 老君山顶,31.5563850,114.5690088,829,石隙,灌木,Angiospermae,被子,Caprifoliaceae,忍冬科,Abelia,六道木属,57516,南方六道木,Abelia dielsii,董洪进
Angiospermae,董洪进|6571,HJD1151,2020-05-25 16:14:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处 老君山顶,31.5561373,114.5692542,821,石壁,灌木,Angiospermae,被子,Caprifoliaceae,忍冬科,Lonicera,忍冬属,17539,倒卵叶忍冬,Lonicera hemsleyana,董洪进
Angiospermae,董洪进|6571,HJD1150,2020-05-25 15:59:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处 老君山,31.5549947,114.5686634,761,石壁,草本,Angiospermae,被子,Orchidaceae,兰科,Amitostigma,无柱兰属,36519,无柱兰,Amitostigma gracile,董洪进
Angiospermae,董洪进|6571,HJD1149,2020-05-25 15:50:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处,31.5549548,114.5686734,773,山坡,灌木,Angiospermae,被子,Rosaceae,蔷薇科,Exochorda,白鹃梅属,64259,白鹃梅,Exochorda racemosa,董洪进
Angiospermae,董洪进|6571,HJD1148,2020-05-25 15:48:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园 老君山,31.5549388,114.5687135,771,山坡,灌木,Angiospermae,被子,Leguminosae,,Sophora,槐属,69619,苦参,Sophora flavescens,董洪进
Angiospermae,董洪进|6571,HJD1147,2020-05-25 15:44:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园 老君山,31.5548419,114.5687836,760,山坡,灌木,Angiospermae,被子,Oleaceae,木犀科,Ligustrum,女贞属,3176,蜡子树,Ligustrum leucanthum,董洪进
Angiospermae,董洪进|6571,HJD1146,2020-05-25 15:40:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园 老君山,31.5547028,114.5686635,745,山坡,灌木,Angiospermae,被子,Adoxaceae,五福花科,Viburnum,荚蒾属,51144,荚蒾,Viburnum dilatatum,董洪进
Angiospermae,董洪进|6571,HJD1145,2020-05-25 15:27:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园 老君山,31.5534798,114.5667506,676,山坡草地,灌木,Angiospermae,被子,Euphorbiaceae,大戟科,Mallotus,野桐属,26918,白背叶,Mallotus apelta,董洪进
Angiospermae,董洪进|6571,HJD1144,2020-05-25 15:18:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园 老君山,31.5530126,114.5649277,648,山坡草地,灌木,Angiospermae,被子,Rosaceae,蔷薇科,Spiraea,绣线菊属,6521,绣线菊,Spiraea japonica,董洪进
Angiospermae,董洪进|6571,HJD1143,2020-05-25 12:18:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园,31.5568239,114.6322834,497,溪边,乔木,Angiospermae,被子,Cornaceae,山茱萸科,Alangium,八角枫属,44027,八角枫,Alangium chinense,董洪进
Angiospermae,董洪进|6571,HJD1142,2020-05-25 11:44:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园 溜石板,31.5549124,114.6421667,295,溪边,乔木,Angiospermae,被子,Sapindaceae,无患子科,Acer,槭属,41316,五裂槭,Acer oliverianum,董洪进
Angiospermae,董洪进|6571,HJD1141,2020-05-25 11:41:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园 溜石板,31.5546649,114.6418873,275,溪边,灌木,Angiospermae,被子,Rosaceae,蔷薇科,Stephanandra,小米空木属,69691,野珠兰,Stephanandra chinensis,董洪进
Angiospermae,董洪进|6571,HJD1140,2020-05-25 11:29:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园 溜石板,31.5539116,114.6409141,286,溪边,乔木,Angiospermae,被子,Lauraceae,樟科,Machilus,润楠属,11007,薄叶润楠,Machilus leptophylla,董洪进
Angiospermae,董洪进|6571,HJD1139,2020-05-25 11:23:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园 溜石板,31.5534965,114.6403661,278,石壁,草本,Angiospermae,被子,Crassulaceae,景天科,Sedum,景天属,24852,佛甲草,Sedum lineare,董洪进
Angiospermae,董洪进|6571,HJD1138,2020-05-25 11:19:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园 溜石板,31.5533117,114.6402903,259,路边土坡,草本,Angiospermae,被子,Liliaceae,百合科,Lilium,百合属,23766,渥丹,Lilium concolor,董洪进
Angiospermae,董洪进|6571,HJD1137,2020-05-25 11:16:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园 溜石板,31.5531421,114.6400407,309,路边土坡,灌木,Angiospermae,被子,Adoxaceae,五福花科,Sambucus,接骨木属,75635,接骨木,Sambucus williamsii,董洪进
Angiospermae,董洪进|6571,HJD1136,2020-05-25 11:12:00,中国,湖北省,黄冈市,红安县,天台山旅游开发管理处天台山森林公园 溜石板,31.5532726,114.6397612,268,路边土坡,草本,Angiospermae,被子,Colchicaceae,,Disporum,万寿竹属,46974,万寿竹,Disporum cantoniense,董洪进
